id,declarationId,type,hsCode,description,originCountry,destinationCountry,value,currency,weight,declarantTin,declarantName,portOfEntry,date,status,getFundLevy,nhilLevy,covidLevy,vatRate,ecowasOrigin,atgApplicable,sector,riskScore,violationCount,recoveryAmount
DECL-000186,D202551107,import,87019000,"Motor vehicles for the transport of goods",CN,GH,298146.7,USD,45045.65,TIN8281482,"Ghana Company Ltd",KUMASI,2024-06-20,approved,7453.6675000000005,7453.6675000000005,2981.467,15,false,false,vehicles,23.42,0,0
DECL-000187,D202523026,transit,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",DE,CI,63220.77,USD,42835.4,TIN3450113,"Accra Enterprises",TEMA,2025-10-01,approved,1580.51925,1580.51925,632.2076999999999,15,false,false,textiles,27.11,0,0
DECL-000188,D202593120,transit,52030000,"Cotton, carded or combed",SL,CI,104783.77,USD,12453.99,TIN6496955,"Accra Enterprises",TAKORADI,2025-05-09,approved,2619.59425,2619.59425,1047.8377,15,true,false,textiles,10.05,0,0
DECL-000189,D202587328,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",DE,CI,454450.91,USD,19885.85,TIN2982196,"Kumasi Corporation",TAMALE,2025-12-10,flagged,11361.27275,11361.27275,4544.5091,15,false,false,textiles,81.62,1,86726.64
DECL-000190,D202597957,transit,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",JP,GH,311766.78,USD,25863.08,TIN7602587,"Kumasi Imports",KOTOKA,2024-02-04,approved,7794.169500000001,7794.169500000001,3117.6678,15,false,false,vehicles,26.73,0,0
DECL-000191,D202567694,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",CI,CI,483553.21,USD,43918.74,TIN3988425,"Tema Exports",TAMALE,2025-04-05,approved,12088.83025,12088.83025,4835.5321,15,true,false,textiles,34.88,0,0
DECL-000192,D202552104,export,52010000,"Cotton, not carded or combed",NG,BF,190435.08,USD,35258.76,TIN9485402,"West Africa Group",TEMA,2025-08-24,flagged,4760.8769999999995,4760.8769999999995,1904.3508,15,true,false,textiles,80.69,1,53133.04
DECL-000193,D202595070,export,27132000,"Petroleum bitumen, petroleum coke",KR,BF,184247.94,USD,32419.34,TIN8692071,"Accra Enterprises",TAMALE,2024-05-17,approved,4606.1985,4606.1985,1842.4794000000002,15,false,true,petroleum,16.43,0,0
DECL-000194,D202566412,transit,27132000,"Petroleum bitumen, petroleum coke",BF,TG,293609.22,USD,32817.06,TIN7113683,"ECOWAS Company Ltd",TAMALE,2025-05-05,flagged,7340.2305,7340.2305,2936.0921999999996,15,true,true,petroleum,66.01,1,112143.22
DECL-000195,D202535144,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",US,CI,347793.85,USD,36674.87,TIN9373762,"Accra Exports",TAMALE,2025-05-02,flagged,8694.84625,8694.84625,3477.9384999999997,15,false,false,textiles,93.95,1,36690.18
DECL-000196,D202517640,import,52030000,"Cotton, carded or combed",GB,TG,398648.96,USD,44190.4,TIN9345685,"Tema Imports",TAMALE,2025-09-21,flagged,9966.224000000002,9966.224000000002,3986.4896000000003,15,false,false,textiles,63.19,1,77992.93
DECL-000197,D202539198,export,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",BR,CI,162562.98,USD,36033.09,TIN8431363,"ECOWAS International",TAMALE,2025-05-21,flagged,4064.0745000000006,4064.0745000000006,1625.6298000000002,15,false,false,vehicles,62.25,1,41969.54
DECL-000198,D202511236,import,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",GB,BF,99146.66,USD,13869.9,TIN6737344,"ECOWAS Enterprises",KOTOKA,2025-10-06,flagged,2478.6665000000003,2478.6665000000003,991.4666000000001,15,false,false,petroleum,63.97,1,20495.65
DECL-000199,D202572419,transit,27132000,"Petroleum bitumen, petroleum coke",SN,BF,317313.56,USD,2231.61,TIN1377672,"Tema Enterprises",KUMASI,2024-03-14,approved,7932.839,7932.839,3173.1356,15,true,true,petroleum,13.49,0,0
DECL-000200,D202579072,import,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",IN,TG,480531.12,USD,42012.16,TIN8078907,"West Africa Corporation",TEMA,2025-08-05,flagged,12013.278,12013.278,4805.3112,15,false,false,vehicles,65.54,1,118793.48
DECL-000201,D202574246,export,27132000,"Petroleum bitumen, petroleum coke",US,BF,175150.56,USD,13161.66,TIN3777773,"Accra Company Ltd",KUMASI,2024-01-14,flagged,4378.764,4378.764,1751.5056,15,false,true,petroleum,65.25,1,57177.02
DECL-000202,D202570102,export,27132000,"Petroleum bitumen, petroleum coke",GB,BF,40216.98,USD,43543.98,TIN3488772,"ECOWAS Imports",TAMALE,2024-11-27,flagged,1005.4245000000001,1005.4245000000001,402.16980000000007,15,false,true,petroleum,83.47,1,4093.43
DECL-000203,D202560951,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",DE,BF,498461.02,USD,1876.24,TIN7957237,"West Africa Trading",KOTOKA,2025-10-25,flagged,12461.525500000002,12461.525500000002,4984.6102,15,false,false,vehicles,62.28,1,103542.6
DECL-000204,D202586591,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",SN,BF,157512.4,USD,36745.64,TIN4279601,"West Africa Imports",KOTOKA,2024-09-17,approved,3937.81,3937.81,1575.124,15,true,false,textiles,26.49,0,0
DECL-000205,D202574533,import,27132000,"Petroleum bitumen, petroleum coke",JP,TG,343137.96,USD,4589.2,TIN7943431,"Tema Corporation",KUMASI,2025-12-29,flagged,8578.449,8578.449,3431.3796,15,false,true,petroleum,84.09,1,128326.58
DECL-000206,D202585010,import,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",KR,BF,440050.55,USD,40190.33,TIN1735248,"Kumasi Group",KUMASI,2025-11-15,flagged,11001.26375,11001.26375,4400.5055,15,false,false,vehicles,74.04,1,178418.4
DECL-000207,D202599308,export,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",BR,TG,364183.18,USD,48116.42,TIN5265880,"ECOWAS Company Ltd",KUMASI,2024-05-05,flagged,9104.5795,9104.5795,3641.8318,15,false,false,vehicles,89.45,1,60822.44
DECL-000208,D202545501,transit,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",NE,CI,168280.74,USD,22834.49,TIN5549097,"Takoradi Imports",TEMA,2025-12-07,flagged,4207.0185,4207.0185,1682.8074,15,true,false,vehicles,82.54,1,66190.58
DECL-000209,D202537274,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",SN,GH,114236.03,USD,26711.99,TIN4649092,"Ghana Group",KUMASI,2024-10-20,flagged,2855.9007500000002,2855.9007500000002,1142.3603,15,true,false,vehicles,62.14,1,51942.53
DECL-000210,D202586955,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",NE,CI,294986.43,USD,41578.04,TIN8838702,"Ghana International",TEMA,2024-04-18,flagged,7374.66075,7374.66075,2949.8643,15,true,false,textiles,63.58,1,124097.57
DECL-000211,D202518483,export,27111200,"Propane, liquefied",ML,TG,483524.56,USD,30421.93,TIN4777706,"Ghana Company Ltd",TAKORADI,2024-08-16,flagged,12088.114000000001,12088.114000000001,4835.2456,15,true,true,petroleum,91.08,1,127854.49
DECL-000212,D202555607,transit,52050000,"Cotton waste (including yarn waste and garnetted stock)",GB,BF,143168.51,USD,49033.06,TIN7152066,"Tema Imports",KUMASI,2024-07-28,approved,3579.2127500000006,3579.2127500000006,1431.6851000000001,15,false,false,textiles,30.73,0,0
DECL-000213,D202599316,transit,27111200,"Propane, liquefied",IN,TG,140041.76,USD,30201.36,TIN7549812,"Accra Group",KOTOKA,2024-03-15,approved,3501.0440000000003,3501.0440000000003,1400.4176000000002,15,false,false,petroleum,39.1,0,0
DECL-000214,D202582151,transit,52010000,"Cotton, not carded or combed",JP,TG,451133.53,USD,31410.1,TIN1280260,"Kumasi Trading",KOTOKA,2024-05-18,approved,11278.33825,11278.33825,4511.335300000001,15,false,false,textiles,37.93,0,0
DECL-000215,D202590119,transit,27090010,"Petroleum oils and oils obtained from bituminous minerals, crude",NG,GH,487704.26,USD,9382.01,TIN2216850,"Takoradi Corporation",TAKORADI,2024-06-15,flagged,12192.606500000002,12192.606500000002,4877.0426,15,true,true,petroleum,76.75,1,130619.41
DECL-000216,D202560912,transit,27132000,"Petroleum bitumen, petroleum coke",US,BF,22990.75,USD,14541.18,TIN2624235,"Ghana Corporation",TAKORADI,2025-12-27,flagged,574.7687500000001,574.7687500000001,229.9075,15,false,true,petroleum,67.2,1,2572.12
DECL-000217,D202517756,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",GB,BF,304161.01,USD,18359.8,TIN3603930,"Tema Exports",TEMA,2024-07-01,flagged,7604.025250000001,7604.025250000001,3041.6101000000003,15,false,false,textiles,92.41,1,39220.46
DECL-000218,D202530987,export,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",GB,GH,446512.49,USD,48883.12,TIN2644348,"Kumasi Enterprises",TEMA,2025-09-02,flagged,11162.81225,11162.81225,4465.1249,15,false,false,vehicles,69.26,1,216809.89
DECL-000219,D202585764,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",JP,CI,30621.05,USD,17062.45,TIN2282064,"Takoradi Group",KUMASI,2024-12-11,flagged,765.52625,765.52625,306.2105,15,false,false,vehicles,91.79,1,8460.11
DECL-000220,D202554003,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",TG,TG,290085.91,USD,4819.28,TIN4173341,"Accra Company Ltd",KUMASI,2025-03-11,approved,7252.14775,7252.14775,2900.8590999999997,15,true,false,textiles,26.89,0,0
DECL-000221,D202571285,import,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",NE,BF,358744.73,USD,41858.95,TIN1780148,"Takoradi Imports",TEMA,2025-12-04,approved,8968.61825,8968.61825,3587.4473,15,true,false,vehicles,33.55,0,0
DECL-000222,D202534601,transit,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",CN,CI,105157.13,USD,26186.63,TIN1544291,"Takoradi International",TAMALE,2025-10-04,approved,2628.9282500000004,2628.9282500000004,1051.5713,15,false,false,vehicles,20.49,0,0
DECL-000223,D202540844,import,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",KR,GH,290894,USD,29659.03,TIN7895913,"West Africa Enterprises",TAMALE,2025-04-04,approved,7272.35,7272.35,2908.94,15,false,false,vehicles,16.69,0,0
DECL-000224,D202541520,transit,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",BF,CI,268094.47,USD,13209.37,TIN4564748,"Tema Corporation",KOTOKA,2025-03-19,flagged,6702.36175,6702.36175,2680.9446999999996,15,true,false,textiles,93.88,1,90378.54
DECL-000225,D202586144,export,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",GB,BF,263404.01,USD,37083.9,TIN3682284,"ECOWAS Group",TEMA,2024-03-08,flagged,6585.10025,6585.10025,2634.0401,15,false,false,vehicles,73.85,1,96897.68
DECL-000226,D202559783,transit,27090010,"Petroleum oils and oils obtained from bituminous minerals, crude",SL,BF,145025.82,USD,1109.66,TIN7299389,"Tema Group",KUMASI,2024-03-05,approved,3625.6455000000005,3625.6455000000005,1450.2582,15,true,false,petroleum,20.24,0,0
DECL-000227,D202557543,export,27132000,"Petroleum bitumen, petroleum coke",ML,GH,245581.96,USD,22908.37,TIN7537737,"Kumasi Trading",KOTOKA,2025-08-26,approved,6139.549,6139.549,2455.8196,15,true,false,petroleum,24.33,0,0
DECL-000228,D202515362,transit,27111200,"Propane, liquefied",ML,TG,175064.2,USD,24901.13,TIN9431575,"Kumasi Enterprises",TEMA,2025-04-08,flagged,4376.6050000000005,4376.6050000000005,1750.642,15,true,true,petroleum,83.99,1,42252.46
DECL-000229,D202545855,transit,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",ML,CI,220647.22,USD,41411.74,TIN6972863,"Takoradi Enterprises",KUMASI,2025-07-20,flagged,5516.1805,5516.1805,2206.4722,15,true,true,petroleum,83.84,1,74251.9
DECL-000230,D202536487,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",ML,BF,298060.35,USD,42448.99,TIN3585433,"Tema Enterprises",KUMASI,2024-12-15,approved,7451.50875,7451.50875,2980.6034999999997,15,true,false,textiles,38.25,0,0
DECL-000231,D202518006,transit,52010000,"Cotton, not carded or combed",NG,TG,264909.1,USD,34751.63,TIN2831163,"Tema International",KOTOKA,2024-10-24,flagged,6622.7275,6622.7275,2649.091,15,true,false,textiles,68.05,1,54965.94
DECL-000232,D202544328,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",US,TG,446791.75,USD,32037.33,TIN2169078,"ECOWAS Corporation",TAKORADI,2024-06-21,approved,11169.79375,11169.79375,4467.9175000000005,15,false,false,textiles,32.91,0,0
DECL-000233,D202510241,transit,27090010,"Petroleum oils and oils obtained from bituminous minerals, crude",JP,CI,461124.49,USD,21842.15,TIN6369194,"ECOWAS Enterprises",KUMASI,2025-02-06,flagged,11528.11225,11528.11225,4611.2449,15,false,true,petroleum,77.15,1,139535.19
DECL-000234,D202584627,import,52010000,"Cotton, not carded or combed",SN,BF,366127.52,USD,25778.74,TIN2944024,"Kumasi Enterprises",TAKORADI,2024-11-01,flagged,9153.188,9153.188,3661.2752,15,true,false,textiles,73.38,1,85873.58
DECL-000235,D202569742,import,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",IN,CI,127897.51,USD,37642.08,TIN4197992,"Ghana Enterprises",TEMA,2025-04-18,flagged,3197.43775,3197.43775,1278.9750999999999,15,false,false,vehicles,88.45,1,28753.2
DECL-000236,D202523460,transit,52030000,"Cotton, carded or combed",TG,GH,305221.91,USD,17886.52,TIN7641096,"Kumasi Enterprises",TEMA,2025-05-05,flagged,7630.54775,7630.54775,3052.2191,15,true,false,textiles,82.06,1,81134.41
DECL-000237,D202585504,export,87019000,"Motor vehicles for the transport of goods",CN,CI,143365.88,USD,37359.29,TIN8652338,"Ghana International",TAKORADI,2025-04-20,flagged,3584.1470000000004,3584.1470000000004,1433.6588000000002,15,false,false,vehicles,82.63,1,70679.31
DECL-000238,D202579367,transit,27111200,"Propane, liquefied",IN,GH,323129.03,USD,46472.67,TIN2533495,"Ghana Company Ltd",TAMALE,2025-01-14,approved,8078.225750000001,8078.225750000001,3231.2903000000006,15,false,true,petroleum,36.03,0,0
DECL-000239,D202589270,export,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",BR,CI,152720.53,USD,42902.69,TIN8214005,"ECOWAS Enterprises",TEMA,2025-01-05,flagged,3818.01325,3818.01325,1527.2053,15,false,true,petroleum,76.54,1,38659.51
DECL-000240,D202568149,export,27111990,"Other liquefied petroleum gases",KR,TG,161224.11,USD,30723.41,TIN2691849,"Kumasi International",TAMALE,2024-02-16,approved,4030.60275,4030.60275,1612.2411,15,false,true,petroleum,14.39,0,0
DECL-000241,D202555953,import,87019000,"Motor vehicles for the transport of goods",CN,GH,190355.78,USD,11351.32,TIN9403427,"ECOWAS Trading",KOTOKA,2025-04-13,flagged,4758.8945,4758.8945,1903.5578,15,false,false,vehicles,89.34,1,50167.68
DECL-000242,D202567726,export,27111200,"Propane, liquefied",US,GH,446863.09,USD,8034.53,TIN8130579,"Kumasi Trading",TAKORADI,2024-04-02,flagged,11171.577250000002,11171.577250000002,4468.6309,15,false,true,petroleum,67.04,1,191821.23
DECL-000243,D202574236,export,52010000,"Cotton, not carded or combed",CN,CI,103521.24,USD,32174.52,TIN4285548,"Ghana Corporation",TEMA,2025-03-17,flagged,2588.0310000000004,2588.0310000000004,1035.2124000000001,15,false,false,textiles,75.12,1,43095.02
DECL-000244,D202542108,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",DE,BF,391780.77,USD,24935.97,TIN3323410,"ECOWAS Trading",TAMALE,2024-06-25,flagged,9794.519250000001,9794.519250000001,3917.8077000000003,15,false,false,textiles,79.25,1,90327.11
DECL-000245,D202511139,transit,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",BR,TG,50518.37,USD,9017.95,TIN9021268,"Accra Trading",TAKORADI,2024-02-09,flagged,1262.95925,1262.95925,505.18370000000004,15,false,true,petroleum,60.55,1,22458.15
DECL-000246,D202557454,export,27111990,"Other liquefied petroleum gases",US,BF,388679.49,USD,5041,TIN6970548,"ECOWAS Trading",TAKORADI,2024-12-02,flagged,9716.98725,9716.98725,3886.7949,15,false,false,petroleum,64.49,1,110042.34
DECL-000247,D202597901,transit,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",US,CI,69719.18,USD,20331.28,TIN2520885,"West Africa Corporation",KUMASI,2024-12-13,flagged,1742.9795,1742.9795,697.1918,15,false,false,vehicles,69.22,1,21495.52
DECL-000248,D202532892,export,27090010,"Petroleum oils and oils obtained from bituminous minerals, crude",US,TG,446346.71,USD,31997.11,TIN1532769,"Accra Enterprises",TEMA,2025-05-28,approved,11158.66775,11158.66775,4463.467100000001,15,false,true,petroleum,32.28,0,0
DECL-000249,D202514642,transit,27111200,"Propane, liquefied",KR,TG,441632.61,USD,3183.19,TIN5859246,"West Africa Company Ltd",KUMASI,2024-05-08,approved,11040.81525,11040.81525,4416.3261,15,false,true,petroleum,16.01,0,0
DECL-000250,D202546674,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",SN,TG,231000.65,USD,7625.57,TIN7146013,"Accra Corporation",TAKORADI,2025-06-27,approved,5775.016250000001,5775.016250000001,2310.0065,15,true,false,textiles,23.75,0,0
DECL-000251,D202596266,export,27111200,"Propane, liquefied",GB,GH,352596.21,USD,4974.14,TIN1070457,"ECOWAS Corporation",TEMA,2025-02-09,flagged,8814.905250000002,8814.905250000002,3525.9621,15,false,true,petroleum,60.1,1,109555.59
DECL-000252,D202586065,import,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",KR,TG,432931.25,USD,25874.03,TIN7283900,"Accra Company Ltd",KOTOKA,2025-09-20,approved,10823.28125,10823.28125,4329.3125,15,false,false,vehicles,25.5,0,0
DECL-000253,D202578139,import,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",CI,CI,242761.16,USD,16417.39,TIN1045138,"Tema Trading",TAMALE,2024-06-07,flagged,6069.029,6069.029,2427.6116,15,true,false,vehicles,68.05,1,53382.4
DECL-000254,D202567783,transit,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",US,CI,464855.68,USD,25734.44,TIN1417681,"Takoradi Exports",KUMASI,2024-10-15,flagged,11621.392,11621.392,4648.5568,15,false,false,vehicles,94.69,1,179125.84
DECL-000255,D202542934,import,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",CN,CI,487157.53,USD,3424.75,TIN1422028,"Kumasi Trading",TAMALE,2025-10-16,approved,12178.938250000001,12178.938250000001,4871.5753,15,false,true,petroleum,15.13,0,0
DECL-000256,D202572506,transit,52030000,"Cotton, carded or combed",DE,GH,168745.17,USD,40644.66,TIN6477759,"ECOWAS Group",KOTOKA,2024-09-01,flagged,4218.629250000001,4218.629250000001,1687.4517,15,false,false,textiles,72.99,1,42276.87
DECL-000257,D202533263,transit,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",SL,BF,387441.03,USD,38381.69,TIN7528384,"Tema Trading",TEMA,2025-03-08,approved,9686.02575,9686.02575,3874.4103000000005,15,true,false,vehicles,19.73,0,0
DECL-000258,D202570425,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",DE,BF,121328.29,USD,28860.96,TIN5804081,"Kumasi Corporation",TAKORADI,2025-10-21,flagged,3033.20725,3033.20725,1213.2829,15,false,false,textiles,93.78,1,35641.44
DECL-000259,D202559494,transit,27132000,"Petroleum bitumen, petroleum coke",BR,CI,139861.46,USD,44419.39,TIN5357100,"ECOWAS Corporation",TAKORADI,2024-03-30,approved,3496.5365,3496.5365,1398.6145999999999,15,false,true,petroleum,25.17,0,0
DECL-000260,D202555243,export,27132000,"Petroleum bitumen, petroleum coke",BJ,TG,28331.98,USD,48702.02,TIN1121957,"ECOWAS Company Ltd",KOTOKA,2025-12-24,flagged,708.2995000000001,708.2995000000001,283.3198,15,true,true,petroleum,88.07,1,5484.44
DECL-000261,D202583408,export,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",CN,GH,159978.92,USD,16668.52,TIN3961179,"Kumasi Company Ltd",KOTOKA,2025-02-02,flagged,3999.4730000000004,3999.4730000000004,1599.7892000000002,15,false,false,textiles,71.5,1,72618.8
DECL-000262,D202534669,import,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",US,CI,313486.06,USD,31759.6,TIN1476461,"West Africa International",TAKORADI,2025-04-08,flagged,7837.1515,7837.1515,3134.8606,15,false,false,vehicles,87.88,1,36243.39
DECL-000263,D202538247,import,27132000,"Petroleum bitumen, petroleum coke",SN,GH,152642.14,USD,33726.29,TIN2426105,"Tema Corporation",TAKORADI,2025-04-21,flagged,3816.0535000000004,3816.0535000000004,1526.4214000000002,15,true,false,petroleum,94.73,1,70720.93
DECL-000264,D202544098,export,52010000,"Cotton, not carded or combed",BF,BF,361716.9,USD,37162.17,TIN6708138,"ECOWAS Imports",KOTOKA,2024-03-21,flagged,9042.9225,9042.9225,3617.1690000000003,15,true,false,textiles,81.16,1,107701.49
DECL-000265,D202522087,transit,52050000,"Cotton waste (including yarn waste and garnetted stock)",GB,GH,44434.46,USD,12003.77,TIN6918352,"Accra Exports",KUMASI,2024-07-07,approved,1110.8615,1110.8615,444.3446,15,false,false,textiles,27.34,0,0
DECL-000266,D202571165,export,27111990,"Other liquefied petroleum gases",GB,GH,29914.43,USD,14154.41,TIN6234064,"West Africa Exports",TEMA,2024-03-18,approved,747.86075,747.86075,299.1443,15,false,false,petroleum,31.62,0,0
DECL-000267,D202555043,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",JP,CI,359762.38,USD,22837.87,TIN3915415,"Tema Imports",TAKORADI,2024-08-11,approved,8994.059500000001,8994.059500000001,3597.6238000000003,15,false,false,textiles,12.09,0,0
DECL-000268,D202588496,import,52030000,"Cotton, carded or combed",BR,CI,42183.23,USD,29367.53,TIN6677243,"ECOWAS Group",TAMALE,2025-02-23,approved,1054.58075,1054.58075,421.83230000000003,15,false,false,textiles,24.71,0,0
DECL-000269,D202555151,import,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",IN,CI,477419.33,USD,48387.08,TIN3164293,"Takoradi Company Ltd",TEMA,2025-12-06,flagged,11935.483250000001,11935.483250000001,4774.1933,15,false,false,vehicles,80.17,1,146370.75
DECL-000270,D202596236,transit,52010000,"Cotton, not carded or combed",GB,GH,144780.84,USD,3173.87,TIN1016102,"ECOWAS Enterprises",KOTOKA,2024-11-18,approved,3619.521,3619.521,1447.8084,15,false,false,textiles,20.31,0,0
DECL-000271,D202515590,import,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",NE,BF,121633.34,USD,9507.02,TIN1868253,"West Africa Enterprises",KUMASI,2025-02-28,flagged,3040.8335,3040.8335,1216.3334,15,true,false,textiles,86.03,1,13103.2
DECL-000272,D202547706,export,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",KR,TG,224433.15,USD,2074.23,TIN8053683,"ECOWAS Exports",KOTOKA,2025-11-19,approved,5610.828750000001,5610.828750000001,2244.3315,15,false,false,vehicles,21.49,0,0
DECL-000273,D202539842,transit,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",BR,TG,369410.57,USD,40735.29,TIN5850463,"Kumasi International",KOTOKA,2025-01-06,approved,9235.26425,9235.26425,3694.1057,15,false,false,textiles,36.77,0,0
DECL-000274,D202559013,transit,27111990,"Other liquefied petroleum gases",BJ,TG,64984.57,USD,8166.5,TIN5118929,"Tema Enterprises",KUMASI,2025-03-03,flagged,1624.61425,1624.61425,649.8457,15,true,true,petroleum,77.4,1,8677.36
DECL-000275,D202589381,import,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",GB,GH,34294.38,USD,45631.59,TIN7062306,"Tema Corporation",TEMA,2025-10-02,approved,857.3595,857.3595,342.94379999999995,15,false,false,textiles,26.88,0,0
DECL-000276,D202594673,transit,52010000,"Cotton, not carded or combed",GB,TG,451927.74,USD,27490.86,TIN1989720,"Ghana Enterprises",KOTOKA,2025-02-07,flagged,11298.193500000001,11298.193500000001,4519.2774,15,false,false,textiles,79.92,1,79151.31
DECL-000277,D202516199,transit,52050000,"Cotton waste (including yarn waste and garnetted stock)",BF,BF,60188.12,USD,13238.19,TIN5992282,"Accra Trading",TAKORADI,2024-11-11,approved,1504.7030000000002,1504.7030000000002,601.8812,15,true,false,textiles,31.84,0,0
DECL-000278,D202559792,transit,87019000,"Motor vehicles for the transport of goods",SL,BF,119740.03,USD,19730.51,TIN9618961,"Kumasi Exports",KUMASI,2024-10-17,flagged,2993.50075,2993.50075,1197.4003,15,true,false,vehicles,64.87,1,12526.73
DECL-000279,D202572917,export,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",NG,TG,103379.96,USD,48607.27,TIN9781657,"Accra International",TAMALE,2024-12-17,flagged,2584.4990000000003,2584.4990000000003,1033.7996,15,true,false,vehicles,79.97,1,23152.93
DECL-000280,D202518324,transit,52030000,"Cotton, carded or combed",TG,TG,192589.63,USD,20965.16,TIN2346577,"Kumasi International",KUMASI,2025-03-05,flagged,4814.74075,4814.74075,1925.8963,15,true,false,textiles,91.73,1,24351.07
DECL-000281,D202593426,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",NE,TG,95836.19,USD,29389.38,TIN4184282,"Takoradi International",KOTOKA,2024-08-17,flagged,2395.90475,2395.90475,958.3619,15,true,false,vehicles,73.48,1,14660.21
DECL-000282,D202513627,transit,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",BR,GH,135137.83,USD,9692.07,TIN4970683,"Ghana Exports",TAMALE,2024-01-30,flagged,3378.44575,3378.44575,1351.3782999999999,15,false,true,petroleum,80.76,1,23446.74
DECL-000283,D202588024,export,27111200,"Propane, liquefied",DE,TG,268746.55,USD,25116.14,TIN7249033,"Ghana International",TAKORADI,2024-04-25,approved,6718.66375,6718.66375,2687.4655,15,false,true,petroleum,14.37,0,0
DECL-000284,D202521256,transit,27132000,"Petroleum bitumen, petroleum coke",CI,CI,98991.1,USD,39479.66,TIN2837292,"Accra Exports",TAKORADI,2024-09-17,flagged,2474.7775,2474.7775,989.9110000000001,15,true,true,petroleum,92.35,1,34715.77
DECL-000285,D202561805,import,27132000,"Petroleum bitumen, petroleum coke",NG,GH,225961.22,USD,33789.74,TIN6485622,"ECOWAS Exports",KOTOKA,2024-01-29,approved,5649.030500000001,5649.030500000001,2259.6122,15,true,true,petroleum,10.47,0,0
DECL-000286,D202592055,export,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",CN,TG,317127.45,USD,40259.34,TIN3855621,"Takoradi Group",TAMALE,2024-10-20,flagged,7928.186250000001,7928.186250000001,3171.2745,15,false,false,vehicles,85.49,1,154325.95
DECL-000287,D202571300,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",BR,GH,327652.74,USD,33657.76,TIN5758662,"Takoradi Enterprises",KUMASI,2024-05-23,flagged,8191.3185,8191.3185,3276.5274,15,false,false,vehicles,63.19,1,89072.97
DECL-000288,D202519355,import,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",KR,BF,80177.43,USD,23195.16,TIN1270284,"West Africa Exports",TAMALE,2024-07-01,flagged,2004.4357499999999,2004.4357499999999,801.7742999999999,15,false,true,petroleum,76.08,1,35386.64
